* These two reactions were added to the model
METt2rpp	1.0 met_L_p + 1.0 h_p <==> 1.0 met_L_c + 1.0 h_c	(rxn manually added to the model)	
GLNt2rpp	1.0 gln_L_p + 1.0 h_p <==> 1.0 gln_L_c + 1.0 h_c	(rxn manually added to the model)	

DADK	1.0 atp_c + 1.0 damp_c <==> 1.0 adp_c + 1.0 dadp_c	b0474
DADNt2pp	1.0 dad_2_p + 1.0 h_p --> 1.0 h_c + 1.0 dad_2_c	(b2964 or b2393)
DADNtex	1.0 dad_2_e <==> 1.0 dad_2_p	b0411
DAGK120	1.0 12dgr120_c + 1.0 atp_c --> 1.0 h_c + 1.0 adp_c + 1.0 pa120_c	b4042
DAGK140	1.0 12dgr140_c + 1.0 atp_c --> 1.0 h_c + 1.0 adp_c + 1.0 pa140_c	b4042
DAGK141	1.0 12dgr141_c + 1.0 atp_c --> 1.0 h_c + 1.0 adp_c + 1.0 pa141_c	b4042
DAGK160	1.0 12dgr160_c + 1.0 atp_c --> 1.0 h_c + 1.0 adp_c + 1.0 pa160_c	b4042
DAGK161	1.0 12dgr161_c + 1.0 atp_c --> 1.0 h_c + 1.0 adp_c + 1.0 pa161_c	b4042
DAGK180	1.0 12dgr180_c + 1.0 atp_c --> 1.0 h_c + 1.0 adp_c + 1.0 pa180_c	b4042
DAGK181	1.0 12dgr181_c + 1.0 atp_c --> 1.0 h_c + 1.0 adp_c + 1.0 pa181_c	b4042
DALAt2pp	1.0 ala_D_p + 1.0 h_p --> 1.0 h_c + 1.0 ala_D_c	b4208
DALAtex	1.0 ala_D_e <==> 1.0 ala_D_p	(b0241 or b0929 or b1377 or b2215)
DAMPtex	1.0 damp_e <==> 1.0 damp_p	(b0241 or b0929 or b1377 or b2215)
DAPAL	1.0 h2o_c + 1.0 23dappa_c --> 2.0 nh4_c + 1.0 pyr_c	b2871
DAPDC	1.0 26dap_M_c + 1.0 h_c --> 1.0 lys_L_c + 1.0 co2_c	b2838
DAPE	1.0 26dap_LL_c <==> 1.0 26dap_M_c	b3809
DAPabcpp	1.0 h2o_c + 1.0 26dap_M_p + 1.0 atp_c --> 1.0 26dap_M_c + 1.0 pi_c + 1.0 adp_c + 1.0 h_c	
DAPtex	1.0 15dap_e <==> 1.0 15dap_p	(b0241 or b0929 or b1377 or b2215)
DASYN120	1.0 ctp_c + 1.0 pa120_c + 1.0 h_c --> 1.0 cdpdddecg_c + 1.0 ppi_c	b0175
DASYN140	1.0 ctp_c + 1.0 pa140_c + 1.0 h_c --> 1.0 cdpdtdecg_c + 1.0 ppi_c	b0175
DASYN141	1.0 ctp_c + 1.0 pa141_c + 1.0 h_c --> 1.0 cdpdtdec7eg_c + 1.0 ppi_c	b0175
DASYN160	1.0 ctp_c + 1.0 pa160_c + 1.0 h_c --> 1.0 cdpdhdecg_c + 1.0 ppi_c	b0175
DASYN161	1.0 pa161_c + 1.0 ctp_c + 1.0 h_c --> 1.0 cdpdhdec9eg_c + 1.0 ppi_c	b0175
DASYN180	1.0 pa180_c + 1.0 ctp_c + 1.0 h_c --> 1.0 cdpdodecg_c + 1.0 ppi_c	b0175
DASYN181	1.0 ctp_c + 1.0 pa181_c + 1.0 h_c --> 1.0 cdpdodec11eg_c + 1.0 ppi_c	b0175
DATPHs	1.0 h2o_c + 1.0 datp_c + 1.0 h_c --> 1.0 ditp_c + 1.0 nh4_c	s0001
DB4PS	1.0 ru5p_D_c --> 1.0 h_c + 1.0 db4p_c + 1.0 for_c	b3041
DBTS	1.0 dann_c + 1.0 atp_c + 1.0 co2_c --> 3.0 h_c + 1.0 pi_c + 1.0 adp_c + 1.0 dtbt_c	b0778
DC6PH	1.0 h2o_c + 1.0 chtbs6p_c --> 1.0 acgam6p_c + 1.0 acgam_c	b1734
DCAtex	1.0 dca_e <==> 1.0 dca_p	(b0241 or b0929 or b1377 or b2215)
DCMPtex	1.0 dcmp_e <==> 1.0 dcmp_p	(b0241 or b0929 or b1377 or b2215)
DCTPD	1.0 h2o_c + 1.0 dctp_c + 1.0 h_c --> 1.0 dutp_c + 1.0 nh4_c	b2065
DCYTD	1.0 h_c + 1.0 dcyt_c + 1.0 h2o_c --> 1.0 duri_c + 1.0 nh4_c	b2143
DCYTt2pp	1.0 dcyt_p + 1.0 h_p --> 1.0 dcyt_c + 1.0 h_c	(b2393 or b2964)
DCYTtex	1.0 dcyt_e <==> 1.0 dcyt_p	b0411
DDCAtexi	1.0 ddca_e --> 1.0 ddca_p	b2344
DDGALK	1.0 2dh3dgal_c + 1.0 atp_c --> 1.0 h_c + 1.0 2dh3dgal6p_c + 1.0 adp_c	b3693
DDGLCNt2rpp	1.0 2ddglcn_p + 1.0 h_p <==> 1.0 2ddglcn_c + 1.0 h_c	b3909
DDGLCNtex	1.0 2ddglcn_e <==> 1.0 2ddglcn_p	(b0929 or b1377 or b2215 or b0241)
DDGLK	1.0 2ddglcn_c + 1.0 atp_c --> 1.0 h_c + 1.0 2ddg6p_c + 1.0 adp_c	b3526
DDPA	1.0 h2o_c + 1.0 e4p_c + 1.0 pep_c --> 1.0 2dda7p_c + 1.0 pi_c	(b2601 or b0754 or b1704)
DDPGALA	1.0 2dh3dgal6p_c <==> 1.0 g3p_c + 1.0 pyr_c	b4477
DGK1	1.0 dgmp_c + 1.0 atp_c <==> 1.0 adp_c + 1.0 dgdp_c	b3648
DGMPtex	1.0 dgmp_e <==> 1.0 dgmp_p	(b0241 or b0929 or b1377 or b2215)
DGSNt2pp	1.0 dgsn_p + 1.0 h_p --> 1.0 dgsn_c + 1.0 h_c	b2964
DGSNtex	1.0 dgsn_e <==> 1.0 dgsn_p	(b0241 or b0929 or b1377 or b2215)
DHACOAH	1.0 23dhacoa_c + 1.0 h2o_c <==> 1.0 3hadpcoa_c	b1393
DHAD1	1.0 23dhmb_c --> 1.0 h2o_c + 1.0 3mob_c	b3771
DHAD2	1.0 23dhmp_c --> 1.0 h2o_c + 1.0 3mop_c	b3771
DHAPT	1.0 dha_c + 1.0 pep_c --> 1.0 dhap_c + 1.0 pyr_c	(b1200 and b1199 and b1198 and b2415 and b2416)
DHAtex	1.0 dha_e <==> 1.0 dha_p	(b0241 or b0929 or b1377 or b2215)
DHAtpp	1.0 dha_p <==> 1.0 dha_c	
DHBD	1.0 23ddhb_c + 1.0 nad_c <==> 1.0 h_c + 1.0 23dhb_c + 1.0 nadh_c	b0596
DHBS	1.0 h_c + 1.0 23dhb_c + 1.0 atp_c --> 1.0 23dhba_c + 1.0 ppi_c	b0594
DHBSH	1.0 23dhbzs_c + 1.0 h2o_c --> 1.0 ser_L_c + 1.0 23dhb_c	
DHCIND	1.0 cenchddd_c + 1.0 nad_c --> 1.0 dhcinnm_c + 1.0 nadh_c + 1.0 h_c	b2541
DHCINDO	1.0 dhcinnm_c + 1.0 o2_c --> 1.0 h_c + 1.0 hkntd_c	b0348
DHDPRy	1.0 h_c + 1.0 23dhdp_c + 1.0 nadph_c --> 1.0 nadp_c + 1.0 thdp_c	b0031
DHDPS	1.0 aspsa_c + 1.0 pyr_c --> 2.0 h2o_c + 1.0 23dhdp_c + 1.0 h_c	b2478
DHFR	1.0 dhf_c + 1.0 nadph_c + 1.0 h_c <==> 1.0 nadp_c + 1.0 thf_c	(b1606 or b0048)
DHFS	1.0 dhpt_c + 1.0 atp_c + 1.0 glu_L_c --> 1.0 dhf_c + 1.0 pi_c + 1.0 adp_c + 1.0 h_c	b2315
DHMPTR	1.0 dhmpt_c + 1.0 nadph_c + 1.0 h_c --> 1.0 nadp_c + 1.0 thmnp_c	b1606
DHNAOT4	1.0 dhna_c + 1.0 octdp_c + 1.0 h_c --> 1.0 2dmmql8_c + 1.0 co2_c + 1.0 ppi_c	b3930
DHNCOAS	1.0 h_c + 1.0 sbzcoa_c --> 1.0 h2o_c + 1.0 14dhncoa_c	b2262
DHNCOAT	1.0 h2o_c + 1.0 14dhncoa_c --> 1.0 dhna_c + 1.0 coa_c + 1.0 h_c	b0736
DHNPA2r	1.0 dhnpt_c <==> 1.0 gcald_c + 1.0 6hmhpt_c	b3058
DHNPTE	1.0 dhnpt_c <==> 1.0 dhmpt_c	b3058
DHORD2	1.0 q8_c + 1.0 dhor_S_c --> 1.0 orot_c + 1.0 q8h2_c	b0945
DHORD5	1.0 mqn8_c + 1.0 dhor_S_c --> 1.0 mql8_c + 1.0 orot_c	b0945
DHORDfum	1.0 dhor_S_c + 1.0 fum_c --> 1.0 succ_c + 1.0 orot_c	
DHORTS	1.0 h2o_c + 1.0 dhor_S_c <==> 1.0 h_c + 1.0 cbasp_c	b1062
DHPPD	1.0 cechddd_c + 1.0 nad_c --> 1.0 dhpppn_c + 1.0 nadh_c + 1.0 h_c	b2541
DHPPDA2	1.0 h_c + 1.0 25drapp_c + 1.0 h2o_c --> 1.0 5apru_c + 1.0 nh4_c	b0414
DHPS2	1.0 4abz_c + 1.0 6hmhptpp_c --> 1.0 dhpt_c + 1.0 ppi_c	b3177
DHPTDCs2	1.0 dhptd_c --> 1.0 mdhdhf_c	s0001
DHPTDNR	1.0 dhptdn_c + 1.0 nadph_c + 3.0 h_c --> 1.0 nadp_c + 1.0 thptdn_c	b0578
DHPTDNRN	1.0 dhptdn_c + 1.0 nadh_c + 3.0 h_c --> 1.0 nad_c + 1.0 thptdn_c	b0578
DHPTPE	1.0 ahdt_c <==> 1.0 dhmptp_c	b2303
DHQS	1.0 2dda7p_c --> 1.0 3dhq_c + 1.0 pi_c	b3389
DHQTi	1.0 3dhq_c --> 1.0 h2o_c + 1.0 3dhsk_c	b1693
DIMPtex	1.0 dimp_e <==> 1.0 dimp_p	(b0241 or b0929 or b1377 or b2215)
DINSt2pp	1.0 din_p + 1.0 h_p --> 1.0 din_c + 1.0 h_c	b2964
DINStex	1.0 din_e <==> 1.0 din_p	(b0241 or b0929 or b1377 or b2215)
DKGLCNR1	1.0 25dkglcn_c + 1.0 nadph_c + 1.0 h_c --> 1.0 2dhguln_c + 1.0 nadp_c	(b0207 or b3012)
DKGLCNR2x	1.0 25dkglcn_c + 1.0 nadh_c + 1.0 h_c --> 1.0 5dglcn_c + 1.0 nad_c	b3553
DKGLCNR2y	1.0 25dkglcn_c + 1.0 nadph_c + 1.0 h_c --> 1.0 nadp_c + 1.0 5dglcn_c	b3553
DMATT	1.0 ipdp_c + 1.0 dmpp_c --> 1.0 grdp_c + 1.0 ppi_c	b0421
DMPPS	1.0 h_c + 1.0 h2mb4p_c + 1.0 nadh_c --> 1.0 h2o_c + 1.0 dmpp_c + 1.0 nad_c	b0029
DMQMT	1.0 amet_c + 1.0 2omhmbl_c --> 1.0 h_c + 1.0 ahcys_c + 1.0 q8h2_c	b2232
DMSOR1	1.0 dmso_c + 1.0 mql8_c --> 1.0 mqn8_c + 1.0 dms_c + 1.0 h2o_c	((b1587 and b1588 and b1589 and b1590) or (b0894 and b0895 and b0896))
DMSOR1pp	1.0 dmso_p + 1.0 mql8_c --> 1.0 mqn8_c + 1.0 dms_p + 1.0 h2o_p	(b1872 and b1873)
DMSOR2	1.0 2dmmql8_c + 1.0 dmso_c --> 1.0 2dmmq8_c + 1.0 h2o_c + 1.0 dms_c	(b0894 and b0895 and b0896)
DMSOR2pp	1.0 2dmmql8_c + 1.0 dmso_p --> 1.0 2dmmq8_c + 1.0 h2o_p + 1.0 dms_p	(b1872 and b1873)
DMSOtex	1.0 dmso_e <==> 1.0 dmso_p	(b0241 or b0929 or b1377 or b2215)
DMSOtpp	1.0 dmso_p <==> 1.0 dmso_c	s0001
DMStex	1.0 dms_e <==> 1.0 dms_p	(b0241 or b0929 or b1377 or b2215)
DM_4CRSOL	1.0 4crsol_c --> 	
DM_5DRIB	1.0 5drib_c --> 	
DM_AACALD	1.0 aacald_c --> 	
DM_AMOB	1.0 amob_c --> 	
DM_MTHTHF	1.0 mththf_c --> 	
DM_OXAM	1.0 oxam_c --> 	
DNMPPA	1.0 dhpmp_c + 1.0 h2o_c --> 1.0 dhnpt_c + 1.0 pi_c	
DNTPPA	1.0 ahdt_c + 1.0 h2o_c --> 1.0 dhpmp_c + 1.0 ppi_c + 1.0 h_c	(b0099 or b1865)
DOGULNR	1.0 h_c + 1.0 23doguln_c + 1.0 nadh_c --> 1.0 3dhguln_c + 1.0 nad_c	b3575
DOPAtex	1.0 dopa_e <==> 1.0 dopa_p	(b0241 or b0929 or b1377 or b2215)
DOXRBCNtex	1.0 doxrbcn_e <==> 1.0 doxrbcn_p	(b1377 or b2215 or b0929 or b0241)
DOXRBCNtpp	1.0 doxrbcn_p + 1.0 h_p --> 1.0 doxrbcn_e + 1.0 h_c	((b0463 and b0462 and b3035) or (b0463 and b2470 and b3035))
DPCOAK	1.0 atp_c + 1.0 dpcoa_c --> 1.0 h_c + 1.0 adp_c + 1.0 coa_c	b0103
DPR	1.0 2dhp_c + 1.0 nadph_c + 1.0 h_c --> 1.0 nadp_c + 1.0 pant_R_c	(b0425 or b3774)
DRPA	1.0 2dr5p_c --> 1.0 acald_c + 1.0 g3p_c	b4381
DSBAO1	1.0 dsbard_p + 1.0 q8_c --> 1.0 dsbaox_p + 1.0 q8h2_c	(b3860 and b1185)
DSBAO2	1.0 dsbard_p + 1.0 mqn8_c --> 1.0 dsbaox_p + 1.0 mql8_c	(b3860 and b1185)
DSBCGT	2.0 gthrd_p + 1.0 dsbcox_p --> 1.0 dsbcrd_p + 1.0 gthox_p	b2893
DSBDR	1.0 dsbdox_c + 1.0 trdrd_c --> 1.0 dsbdrd_c + 1.0 trdox_c	((b4136 and b2582) or (b4136 and b3781))
DSBGGT	2.0 gthrd_p + 1.0 dsbgox_p --> 1.0 dsbgrd_p + 1.0 gthox_p	b0604
DSERDHr	1.0 nadp_c + 1.0 ser_D_c <==> 1.0 h_c + 1.0 2amsa_c + 1.0 nadph_c	b1539
DSERt2pp	1.0 h_p + 1.0 ser_D_p --> 1.0 h_c + 1.0 ser_D_c	b4208
DSERtex	1.0 ser_D_e <==> 1.0 ser_D_p	(b0241 or b0929 or b1377 or b2215)
DTARTD	1.0 tartr_D_c --> 1.0 h2o_c + 1.0 oaa_c	b4122
DTMPK	1.0 atp_c + 1.0 dtmp_c <==> 1.0 adp_c + 1.0 dtdp_c	b1098
DTMPtex	1.0 dtmp_e <==> 1.0 dtmp_p	(b0241 or b0929 or b1377 or b2215)
DUMPtex	1.0 dump_e <==> 1.0 dump_p	(b0241 or b0929 or b1377 or b2215)
DURADx	1.0 56dura_c + 1.0 nad_c <==> 1.0 h_c + 1.0 nadh_c + 1.0 ura_c	(b2147 and b2146)
DURIK1	1.0 duri_c + 1.0 atp_c --> 1.0 dump_c + 1.0 adp_c + 1.0 h_c	b1238
DURIPP	1.0 duri_c + 1.0 pi_c <==> 1.0 2dr1p_c + 1.0 ura_c	(b4382 or b4384)
DURIt2pp	1.0 duri_p + 1.0 h_p --> 1.0 duri_c + 1.0 h_c	(b2964 or b2393)
DURItex	1.0 duri_e <==> 1.0 duri_p	b0411
DUTPDP	1.0 dutp_c + 1.0 h2o_c --> 1.0 dump_c + 1.0 ppi_c + 1.0 h_c	(b3640 or b2251)
DXPRIi	1.0 dxyl5p_c + 1.0 nadph_c + 1.0 h_c --> 1.0 2me4p_c + 1.0 nadp_c	b0173
DXPS	1.0 h_c + 1.0 g3p_c + 1.0 pyr_c --> 1.0 dxyl5p_c + 1.0 co2_c	b0420
DXYLK	1.0 dxyl_c + 1.0 atp_c --> 1.0 dxyl5p_c + 1.0 adp_c + 1.0 h_c	b3564
D_LACt2pp	1.0 h_p + 1.0 lac_D_p <==> 1.0 h_c + 1.0 lac_D_c	(b3603 or b2975)
D_LACtex	1.0 lac_D_e <==> 1.0 lac_D_p	(b0241 or b0929 or b1377 or b2215)
E4PD	1.0 h2o_c + 1.0 e4p_c + 1.0 nad_c <==> 2.0 h_c + 1.0 4per_c + 1.0 nadh_c	(b2927 or b1779)
EAR100x	1.0 h_c + 1.0 nadh_c + 1.0 tdec2eACP_c --> 1.0 dcaACP_c + 1.0 nad_c	b1288
EAR100y	1.0 tdec2eACP_c + 1.0 h_c + 1.0 nadph_c --> 1.0 dcaACP_c + 1.0 nadp_c	b1288
EAR120x	1.0 h_c + 1.0 nadh_c + 1.0 tddec2eACP_c --> 1.0 ddcaACP_c + 1.0 nad_c	b1288
EAR120y	1.0 tddec2eACP_c + 1.0 h_c + 1.0 nadph_c --> 1.0 nadp_c + 1.0 ddcaACP_c	b1288
EAR121x	1.0 h_c + 1.0 nadh_c + 1.0 t3c5ddeceACP_c --> 1.0 cddec5eACP_c + 1.0 nad_c	b1288
EAR121y	1.0 h_c + 1.0 t3c5ddeceACP_c + 1.0 nadph_c --> 1.0 nadp_c + 1.0 cddec5eACP_c	b1288
EAR140x	1.0 h_c + 1.0 nadh_c + 1.0 tmrs2eACP_c --> 1.0 myrsACP_c + 1.0 nad_c	b1288
EAR140y	1.0 h_c + 1.0 tmrs2eACP_c + 1.0 nadph_c --> 1.0 myrsACP_c + 1.0 nadp_c	b1288
EAR141x	1.0 h_c + 1.0 nadh_c + 1.0 t3c7mrseACP_c --> 1.0 nad_c + 1.0 tdeACP_c	b1288
EAR141y	1.0 h_c + 1.0 t3c7mrseACP_c + 1.0 nadph_c --> 1.0 nadp_c + 1.0 tdeACP_c	b1288
EAR160x	1.0 h_c + 1.0 nadh_c + 1.0 tpalm2eACP_c --> 1.0 palmACP_c + 1.0 nad_c	b1288
EAR160y	1.0 h_c + 1.0 tpalm2eACP_c + 1.0 nadph_c --> 1.0 nadp_c + 1.0 palmACP_c	b1288
EAR161x	1.0 h_c + 1.0 nadh_c + 1.0 t3c9palmeACP_c --> 1.0 hdeACP_c + 1.0 nad_c	b1288
EAR161y	1.0 h_c + 1.0 t3c9palmeACP_c + 1.0 nadph_c --> 1.0 nadp_c + 1.0 hdeACP_c	b1288
EAR180x	1.0 h_c + 1.0 nadh_c + 1.0 toctd2eACP_c --> 1.0 ocdcaACP_c + 1.0 nad_c	b1288
EAR180y	1.0 h_c + 1.0 toctd2eACP_c + 1.0 nadph_c --> 1.0 nadp_c + 1.0 ocdcaACP_c	b1288
EAR181x	1.0 h_c + 1.0 nadh_c + 1.0 t3c11vaceACP_c --> 1.0 octeACP_c + 1.0 nad_c	b1288
EAR181y	1.0 h_c + 1.0 t3c11vaceACP_c + 1.0 nadph_c --> 1.0 nadp_c + 1.0 octeACP_c	b1288
EAR40x	1.0 h_c + 1.0 but2eACP_c + 1.0 nadh_c --> 1.0 butACP_c + 1.0 nad_c	b1288
EAR40y	1.0 h_c + 1.0 but2eACP_c + 1.0 nadph_c --> 1.0 nadp_c + 1.0 butACP_c	b1288
EAR60x	1.0 h_c + 1.0 nadh_c + 1.0 thex2eACP_c --> 1.0 hexACP_c + 1.0 nad_c	b1288
EAR60y	1.0 h_c + 1.0 thex2eACP_c + 1.0 nadph_c --> 1.0 nadp_c + 1.0 hexACP_c	b1288
EAR80x	1.0 h_c + 1.0 nadh_c + 1.0 toct2eACP_c --> 1.0 ocACP_c + 1.0 nad_c	b1288
EAR80y	1.0 h_c + 1.0 toct2eACP_c + 1.0 nadph_c --> 1.0 nadp_c + 1.0 ocACP_c	b1288
ECA4COLIPAabctex	1.0 eca4colipa_p + 1.0 atp_c + 1.0 h2o_c --> 1.0 eca4colipa_e + 1.0 pi_c + 1.0 adp_c + 1.0 h_c	(b3200 and b3201 and b3199 and b4261 and b4262)
ECA4OALpp	1.0 colipa_p + 1.0 eca4und_p --> 1.0 eca4colipa_p + 1.0 h_p + 1.0 udcpdp_p	b3622
ECAP1pp	2.0 unagamuf_p --> 1.0 eca2und_p + 1.0 h_p + 1.0 udcpdp_p	(b3793 and b3785)
ECAP2pp	1.0 eca2und_p + 1.0 unagamuf_p --> 1.0 eca3und_p + 1.0 udcpdp_p + 1.0 h_p	(b3793 and b3785)
ECAP3pp	1.0 eca3und_p + 1.0 unagamuf_p --> 1.0 eca4und_p + 1.0 h_p + 1.0 udcpdp_p	(b3793 and b3785)
ECAtpp	1.0 unagamuf_c --> 1.0 unagamuf_p	b3792
ECOAH1	1.0 3hbcoa_c <==> 1.0 h2o_c + 1.0 b2coa_c	(b3846 or b2341)
ECOAH2	1.0 3hhcoa_c <==> 1.0 h2o_c + 1.0 hx2coa_c	(b3846 or b2341)
ECOAH3	1.0 3hocoa_c <==> 1.0 h2o_c + 1.0 oc2coa_c	(b3846 or b2341)
ECOAH4	1.0 3hdcoa_c <==> 1.0 h2o_c + 1.0 dc2coa_c	(b3846 or b2341)
ECOAH5	1.0 3hddcoa_c <==> 1.0 dd2coa_c + 1.0 h2o_c	(b3846 or b2341)
ECOAH6	1.0 3htdcoa_c <==> 1.0 h2o_c + 1.0 td2coa_c	(b3846 or b2341)
ECOAH7	1.0 3hhdcoa_c <==> 1.0 h2o_c + 1.0 hdd2coa_c	(b3846 or b2341)
ECOAH8	1.0 3hodcoa_c <==> 1.0 h2o_c + 1.0 od2coa_c	(b3846 or b2341)
EDA	1.0 2ddg6p_c --> 1.0 g3p_c + 1.0 pyr_c	b1850
EDD	1.0 6pgc_c --> 1.0 h2o_c + 1.0 2ddg6p_c	b1851
EDTXS1	1.0 ddcaACP_c + 1.0 kdo2lipid4_c --> 1.0 kdo2lipid4L_c + 1.0 ACP_c	b1054
EDTXS2	1.0 kdo2lipid4L_c + 1.0 myrsACP_c --> 1.0 ACP_c + 1.0 lipa_c	b1855
EDTXS3	1.0 hdeACP_c + 1.0 kdo2lipid4_c --> 1.0 ACP_c + 1.0 kdo2lipid4p_c	b2378
EDTXS4	1.0 myrsACP_c + 1.0 kdo2lipid4p_c --> 1.0 ACP_c + 1.0 lipa_cold_c	b1855
EGMEACPR	1.0 egmeACP_c + 1.0 nadph_c + 1.0 h_c --> 1.0 nadp_c + 1.0 gmeACP_c	b1288
ENLIPAabctex	1.0 h2o_c + 1.0 atp_c + 1.0 enlipa_p --> 1.0 enlipa_e + 1.0 pi_c + 1.0 adp_c + 1.0 h_c	(b3200 and b3201 and b3199 and b4261 and b4262)
ENO	1.0 2pg_c <==> 1.0 h2o_c + 1.0 pep_c	b2779
ENTCS	3.0 23dhba_c + 3.0 seramp_c --> 9.0 h_c + 6.0 amp_c + 1.0 enter_c	b0583
ENTERES	3.0 h2o_c + 1.0 enter_c --> 3.0 23dhbzs_c + 3.0 h_c	b0585
ENTERES2	1.0 feenter_c + 3.0 h2o_c --> 3.0 23dhbzs_c + 1.0 fe3_c + 3.0 h_c	b0585
EPMEACPR	1.0 epmeACP_c + 1.0 nadph_c + 1.0 h_c --> 1.0 nadp_c + 1.0 pmeACP_c	b1288
ETHAAL	1.0 etha_c --> 1.0 acald_c + 1.0 nh4_c	(b2440 and b2441)
ETHAt2pp	1.0 etha_p + 1.0 h_p --> 1.0 h_c + 1.0 etha_c	
ETHAtex	1.0 etha_e <==> 1.0 etha_p	(b0241 or b0929 or b1377 or b2215)
ETHSO3abcpp	1.0 h2o_c + 1.0 atp_c + 1.0 ethso3_p --> 1.0 ethso3_c + 1.0 pi_c + 1.0 adp_c + 1.0 h_c	(b0936 and b0933 and b0934)
ETHSO3tex	1.0 ethso3_e <==> 1.0 ethso3_p	(b0241 or b0929 or b1377 or b2215)
ETOHtex	1.0 etoh_e <==> 1.0 etoh_p	(b0241 or b0929 or b1377 or b2215)
ETOHtrpp	1.0 etoh_p <==> 1.0 etoh_c	s0001
EX_12ppd_R(e)	1.0 12ppd_R_e <==> 	
EX_12ppd_S(e)	1.0 12ppd_S_e <==> 	
EX_14glucan(e)	1.0 14glucan_e <==> 	
EX_15dap(e)	1.0 15dap_e <==> 	
EX_23camp(e)	1.0 23camp_e <==> 	
EX_23ccmp(e)	1.0 23ccmp_e <==> 	
EX_23cgmp(e)	1.0 23cgmp_e <==> 	
EX_23cump(e)	1.0 23cump_e <==> 	
EX_23dappa(e)	1.0 23dappa_e <==> 	
EX_26dap_M(e)	1.0 26dap_M_e <==> 	
EX_2ddglcn(e)	1.0 2ddglcn_e <==> 	
EX_34dhpac(e)	1.0 34dhpac_e <==> 	
EX_3amp(e)	1.0 3amp_e <==> 	
EX_3cmp(e)	1.0 3cmp_e <==> 	
EX_3gmp(e)	1.0 3gmp_e <==> 	
EX_3hcinnm(e)	1.0 3hcinnm_e <==> 	
EX_3hpp(e)	1.0 3hpp_e <==> 	
EX_3hpppn(e)	1.0 3hpppn_e <==> 	
EX_3ump(e)	1.0 3ump_e <==> 	
EX_4abut(e)	1.0 4abut_e <==> 	
EX_4hoxpacd(e)	1.0 4hoxpacd_e <==> 	
EX_5dglcn(e)	1.0 5dglcn_e <==> 	
EX_5mtr(e)	1.0 5mtr_e <==> 	
EX_LalaDglu(e)	1.0 LalaDglu_e <==> 	
EX_LalaDgluMdap(e)	1.0 LalaDgluMdap_e <==> 	
EX_LalaDgluMdapDala(e)	1.0 LalaDgluMdapDala_e <==> 	
EX_LalaLglu(e)	1.0 LalaLglu_e <==> 	
EX_ac(e)	1.0 ac_e <==> 	
EX_acac(e)	1.0 acac_e <==> 	
EX_acald(e)	1.0 acald_e <==> 	
EX_acgal(e)	1.0 acgal_e <==> 	
EX_acgal1p(e)	1.0 acgal1p_e <==> 	
EX_acgam(e)	1.0 acgam_e <==> 	
EX_acgam1p(e)	1.0 acgam1p_e <==> 	
EX_acmana(e)	1.0 acmana_e <==> 	
EX_acmum(e)	1.0 acmum_e <==> 	
EX_acnam(e)	1.0 acnam_e <==> 	
EX_acolipa(e)	1.0 acolipa_e <==> 	
EX_acser(e)	1.0 acser_e <==> 	
EX_ade(e)	1.0 ade_e <==> 	
EX_adn(e)	1.0 adn_e <==> 	
EX_adocbl(e)	1.0 adocbl_e <==> 	
EX_ag(e)	1.0 ag_e <==> 	
EX_agm(e)	1.0 agm_e <==> 	
EX_akg(e)	1.0 akg_e <==> 	
EX_ala_B(e)	1.0 ala_B_e <==> 	
EX_ala_D(e)	1.0 ala_D_e <==> 	
EX_ala_L(e)	1.0 ala_L_e <==> 	
EX_alaala(e)	1.0 alaala_e <==> 	
EX_all_D(e)	1.0 all_D_e <==> 	
EX_alltn(e)	1.0 alltn_e <==> 	
EX_amp(e)	1.0 amp_e <==> 	
EX_anhgm(e)	1.0 anhgm_e <==> 	
EX_arab_L(e)	1.0 arab_L_e <==> 	
EX_arbt(e)	1.0 arbt_e <==> 	
EX_arbtn(e)	1.0 arbtn_e <==> 	
EX_arbtn_fe3(e)	1.0 arbtn_fe3_e <==> 	
EX_arg_L(e)	1.0 arg_L_e <==> 	
EX_ascb_L(e)	1.0 ascb_L_e <==> 	
EX_asn_L(e)	1.0 asn_L_e <==> 	
EX_aso3(e)	1.0 aso3_e <==> 	
EX_asp_L(e)	1.0 asp_L_e <==> 	
EX_btn(e)	1.0 btn_e <==> 	
EX_but(e)	1.0 but_e <==> 	
EX_butso3(e)	1.0 butso3_e <==> 	
EX_ca2(e)	1.0 ca2_e <==> 	
EX_cbi(e)	1.0 cbi_e <==> 	
EX_cbl1(e)	1.0 cbl1_e <==> 	
EX_cd2(e)	1.0 cd2_e <==> 	
EX_cgly(e)	1.0 cgly_e <==> 	
EX_chol(e)	1.0 chol_e <==> 	
EX_chtbs(e)	1.0 chtbs_e <==> 	
EX_cit(e)	1.0 cit_e <==> 	
EX_cl(e)	1.0 cl_e <==> 	
EX_cm(e)	1.0 cm_e <==> 	
EX_cmp(e)	1.0 cmp_e <==> 	
EX_co2(e)	1.0 co2_e <==> 	
EX_cobalt2(e)	1.0 cobalt2_e <==> 	
EX_colipa(e)	1.0 colipa_e <==> 	
EX_colipap(e)	1.0 colipap_e <==> 	
EX_cpgn(e)	1.0 cpgn_e <==> 	
EX_cpgn_un(e)	1.0 cpgn_un_e <==> 	
EX_crn(e)	1.0 crn_e <==> 	
